城市,月份,AQI,范围,质量等级,PM2.5,PM10,CO,NO2,SO2,O3
成都,2020-04,74,25~124,良,39,67,43,0.653,6,109
成都,2020-05,102,36~181,轻度污染,41,74,40,0.59,6,151
成都,2020-06,92,39~175,良,29,50,32,0.663,5,145
成都,2020-07,69,27~154,良,21,37,28,0.674,5,115
成都,2020-08,73,24~142,良,24,38,29,0.655,5,121
成都,2020-09,52,29~91,良,24,41,33,0.683,6,85
成都,2020-10,52,26~124,良,30,49,35,0.69,5,47
成都,2020-11,81,28~137,良,57,89,51,0.79,8,47
成都,2020-12,87,30~237,良,64,92,46,0.858,6,28
成都,2021-01,101,58~158,轻度污染,75,109,51,0.913,6,52
成都,2021-02,84,25~193,良,61,83,37,0.782,6,87
成都,2021-03,78,41~137,良,37,54,44,0.79,6,81
成都,2021-04,58,34~141,良,29,49,31,0.673,6,89
成都,2021-05,77,39~148,良,38,60,33,0.658,7,118
成都,2021-06,76,25~163,良,32,52,37,0.677,6,123
成都,2021-07,82,31~162,良,22,36,26,0.59,5,135
成都,2021-08,71,25~171,良,18,31,24,0.623,5,121
成都,2021-09,56,27~101,良,19,31,23,0.61,5,101
成都,2021-10,44,28~79,优,24,38,30,0.587,4,51
成都,2021-11,74,40~186,良,50,77,39,0.637,6,43
成都,2021-12,90,35~208,良,65,91,48,0.839,6,41
成都,2022-01,91,27~158,良,67,86,40,0.935,5,45
成都,2022-02,61,29~148,良,43,54,27,0.732,5,63
成都,2022-03,75,34~125,良,48,80,41,0.684,6,108
成都,2022-04,70,33~120,良,32,51,30,0.553,5,116
成都,2022-05,75,31~151,良,30,47,29,0.584,5,123
成都,2022-06,79,39~121,良,29,46,25,0.613,5,131
成都,2022-07,107,44~170,轻度污染,25,40,22,0.577,4,165
成都,2022-08,103,35~151,轻度污染,24,37,22,0.587,4,161
成都,2022-09,62,41~100,良,26,37,15,0.591,4,110
南京,2013-12,195,61~386,中度污染,155,243,61,1.62,87,37
南京,2014-01,166,65~347,中度污染,129,201,46,1.374,73,56
南京,2014-02,105,24~242,轻度污染,78,109,24,1.021,44,66
南京,2014-03,107,55~256,轻度污染,75,141,33,0.826,62,107
南京,2014-04,93,47~144,良,60,108,22,0.697,53,125
南京,2014-05,134,70~270,轻度污染,85,172,26,0.887,56,177
南京,2014-06,130,49~216,轻度污染,90,128,20,0.813,45,161
南京,2014-07,98,35~169,良,65,92,13,0.816,36,128
南京,2014-08,59,26~126,良,42,59,11,0.758,31,64
南京,2014-09,77,36~142,良,51,82,13,0.733,37,105
南京,2014-10,96,60~176,良,67,120,17,0.79,54,105
南京,2014-11,111,37~243,轻度污染,82,132,21,1.037,60,58
南京,2014-12,98,65~148,良,63,136,30,1.065,58,41
南京,2015-01,129,46~281,轻度污染,96,154,30,1.313,66,40
南京,2015-02,101,29~212,轻度污染,73,115,21,1.175,44,70
南京,2015-03,83,31~186,良,56,96,20,1.113,49,83
南京,2015-04,87,44~153,良,50,95,20,0.92,56,123
南京,2015-05,95,45~145,良,52,90,18,0.887,47,141
南京,2015-06,89,28~185,良,46,77,14,0.863,39,132
南京,2015-07,77,28~146,良,36,64,12,0.713,36,117
南京,2015-08,93,30~166,良,33,65,14,0.745,38,147
南京,2015-09,84,50~145,良,30,62,15,0.733,44,138
南京,2015-10,92,42~201,良,56,112,22,0.932,61,119
南京,2015-11,84,39~190,良,57,88,17,1.087,53,59
南京,2015-12,131,60~241,轻度污染,94,143,25,1.21,65,49
南京,2016-01,111,47~234,轻度污染,79,124,26,1.345,58,58
南京,2016-02,100,47~153,轻度污染,69,116,22,1.345,47,93
南京,2016-03,110,42~200,轻度污染,77,133,21,1.216,57,95
南京,2016-04,86,41~143,良,45,89,18,0.993,45,131
南京,2016-05,97,51~235,良,43,88,15,1.039,37,141
南京,2016-06,80,43~152,良,37,62,17,0.94,34,124
南京,2016-07,76,34~140,良,30,56,18,1.006,30,115
南京,2016-08,97,39~203,良,26,54,16,0.829,31,152
南京,2016-09,102,32~179,轻度污染,33,67,14,0.817,37,154
南京,2016-10,56,33~109,良,25,47,11,1.019,39,74
南京,2016-11,72,30~123,良,43,84,18,1.227,51,64
南京,2016-12,96,40~158,良,66,113,23,1.306,65,75
南京,2017-01,89,46~206,良,59,96,20,1.223,51,73
南京,2017-02,85,46~125,良,60,94,20,1.286,53,93
南京,2017-03,77,56~112,良,47,89,18,1.168,54,105
南京,2017-04,93,43~124,良,42,93,18,1.227,51,136
南京,2017-05,111,34~200,轻度污染,30,69,18,1.061,45,160
南京,2017-06,109,40~200,轻度污染,31,61,13,0.95,37,164
南京,2017-07,79,31~149,良,19,46,13,1.013,34,127
南京,2017-08,64,35~130,良,17,39,12,0.974,33,112
南京,2017-09,72,36~146,良,26,49,10,0.95,40,112
南京,2017-10,63,30~128,良,31,56,10,0.781,43,97
南京,2017-11,81,31~127,良,50,104,16,0.91,60,72
南京,2017-12,115,52~304,轻度污染,63,112,18,1.139,67,29
南京,2018-01,113,0~267,轻度污染,82,111,13,0.977,56,52
南京,2018-02,77,0~188,良,54,85,12,0.793,43,67
南京,2018-03,70,38~108,良,45,80,12,0.661,48,87
南京,2018-04,71,0~134,良,35,79,12,0.617,46,122
南京,2018-05,65,0~107,良,30,58,8,0.687,36,114
南京,2018-06,96,35~167,良,27,52,9,0.55,28,150
南京,2018-07,71,30~123,良,23,42,8,0.5,27,118
南京,2018-08,73,31~160,良,21,37,8,0.548,21,124
南京,2018-09,70,30~126,良,27,53,8,0.607,34,116
南京,2018-10,73,45~131,良,34,71,8,0.568,44,114
南京,2018-11,83,30~227,良,56,83,9,0.867,52,70
南京,2018-12,77,33~142,良,50,78,10,0.79,47,43
南京,2019-01,102,38~193,轻度污染,74,108,11,0.997,55,46
南京,2019-02,82,32~158,良,60,82,8,0.882,36,68
南京,2019-03,82,41~118,良,54,97,14,0.932,51,93
南京,2019-04,73,37~134,良,41,74,12,0.74,42,109
南京,2019-05,90,35~157,良,31,69,13,0.71,38,143
南京,2019-06,104,39~179,轻度污染,29,52,10,0.75,29,161
南京,2019-07,85,25~166,良,25,46,8,0.716,30,139
南京,2019-08,85,17~161,良,19,38,8,0.652,25,137
南京,2019-09,84,32~147,良,24,47,8,0.713,36,136
南京,2019-10,78,32~222,良,37,82,9,0.787,47,103
南京,2019-11,74,35~111,良,37,85,9,0.817,54,82
南京,2019-12,81,38~143,良,53,82,9,1.058,58,53
南京,2020-01,86,35~176,良,60,78,6,0.816,41,58
南京,2020-02,51,24~95,良,32,45,6,0.672,25,83
南京,2020-03,60,36~90,良,30,58,7,0.732,38,99
南京,2020-04,80,46~126,良,32,68,9,0.863,43,130
南京,2020-05,96,36~157,良,31,60,9,0.845,33,150
南京,2020-06,72,33~150,良,20,36,6,0.84,25,121
南京,2020-07,61,31~144,良,23,37,5,0.806,26,103
南京,2020-08,79,33~131,良,16,37,6,0.697,24,131
南京,2020-09,81,37~141,良,22,45,8,0.727,34,135
南京,2020-10,65,35~110,良,23,54,7,0.69,41,100
南京,2020-11,60,32~97,良,29,63,6,0.733,43,72
南京,2020-12,86,31~139,良,58,93,9,0.948,56,51
南京,2021-01,82,57~120,良,42,81,7,0.865,48,56
南京,2021-02,58,37~99,良,33,55,5,0.721,24,85
南京,2021-03,73,34~183,良,29,53,5,0.703,38,91
南京,2021-04,70,27~139,良,25,55,5,0.647,35,110
南京,2021-05,81,29~136,良,23,45,6,0.681,29,131
南京,2021-06,95,32~173,良,23,42,6,0.61,23,150
南京,2021-07,57,24~123,良,15,30,5,0.523,17,102
南京,2021-08,74,37~130,良,21,39,5,0.661,20,126
南京,2021-09,85,38~136,良,20,41,5,0.667,23,139
南京,2021-10,63,31~117,良,25,49,5,0.61,35,102
南京,2021-11,63,29~100,良,31,68,6,0.683,45,82
南京,2021-12,76,29~118,良,47,81,6,0.835,52,62
南京,2022-01,82,33~137,良,58,82,5,0.787,44,65
南京,2022-02,57,32~90,良,38,58,5,0.625,32,86
南京,2022-03,75,30~114,良,24,43,5,0.668,31,113
南京,2022-04,84,34~122,良,25,51,6,0.577,25,139
南京,2022-05,92,43~148,良,26,51,25,6,0.59,148
南京,2022-06,90,40~164,良,17,34,14,5,0.52,145
南京,2022-07,74,38~151,良,15,29,14,4,0.584,127
南京,2022-08,78,26~126,良,16,34,16,5,0.581,131
南京,2022-09,96,45~141,良,23,44,18,5,0.555,153
西安,2013-12,156,66~481,中度污染,122,202,2.942,79,64,26
西安,2014-01,175,72~352,中度污染,133,229,3.037,85,72,27
西安,2014-02,218,83~432,重度污染,173,241,2.507,65,53,32
西安,2014-03,134,74~250,轻度污染,85,188,2.242,37,50,52
西安,2014-04,101,55~181,轻度污染,64,149,1.697,17,46,66
西安,2014-05,100,58~221,良,55,149,1.529,16,32,81
西安,2014-06,78,53~136,良,46,97,1.42,13,34,110
西安,2014-07,82,27~110,良,36,87,1.058,9,34,135
西安,2014-08,74,33~114,良,44,93,1.219,11,39,108
西安,2014-09,61,18~113,良,39,76,1.383,11,38,65
西安,2014-10,111,44~251,轻度污染,78,152,1.51,20,48,56
西安,2014-11,118,53~239,轻度污染,84,155,1.883,37,48,29
西安,2014-12,104,60~182,轻度污染,67,152,2.035,53,48,26
西安,2015-01,132,61~242,轻度污染,95,188,2.897,55,51,25
西安,2015-02,104,67~200,轻度污染,65,147,2.482,38,38,47
西安,2015-03,93,53~177,良,60,132,1.787,26,40,59
西安,2015-04,78,43~138,良,40,106,1.743,17,36,82
西安,2015-05,78,60~103,良,40,101,1.532,17,36,114
西安,2015-06,70,32~101,良,36,82,1.27,11,32,97
西安,2015-07,95,61~142,良,41,98,1.032,9,36,149
西安,2015-08,90,35~169,良,43,102,1.023,10,43,127
西安,2015-09,70,37~102,良,42,84,1.143,13,42,89
西安,2015-10,104,31~202,轻度污染,63,153,1.452,21,53,56
西安,2015-11,91,38~265,良,59,126,2.06,25,49,24
西安,2015-12,152,63~317,中度污染,111,212,2.784,44,63,30
西安,2016-01,154,63~333,中度污染,113,207,3.013,39,60,36
西安,2016-02,108,52~251,轻度污染,69,146,1.817,28,47,61
西安,2016-03,125,58~192,轻度污染,78,188,1.887,27,63,69
西安,2016-04,96,61~148,良,55,138,1.4,17,58,102
西安,2016-05,87,47~168,良,44,105,1.113,13,47,120
西安,2016-06,101,46~179,轻度污染,32,76,1.1,8,38,157
西安,2016-07,83,35~168,良,27,59,0.926,6,32,136
西安,2016-08,83,36~121,良,36,71,0.952,8,34,136
西安,2016-09,91,47~130,良,53,104,1.217,14,56,112
西安,2016-10,79,39~153,良,53,98,1.355,12,51,55
西安,2016-11,169,44~304,中度污染,124,221,2.18,26,70,29
西安,2016-12,214,71~458,重度污染,173,233,2.497,35,77,31
西安,2017-01,229,63~499,重度污染,186,260,2.613,37,73,45
西安,2017-02,172,57~307,中度污染,131,201,2.143,33,75,71
西安,2017-03,100,48~145,轻度污染,69,120,1.5,23,63,81
西安,2017-04,93,41~298,良,43,95,1.327,15,62,99
西安,2017-05,114,50~500,轻度污染,32,76,1.103,13,55,136
西安,2017-06,110,46~172,轻度污染,33,72,1.067,11,42,165
西安,2017-07,122,37~201,轻度污染,32,72,1.152,8,40,181
西安,2017-08,99,35~202,良,35,70,1.161,9,41,148
西安,2017-09,77,40~123,良,44,90,1.31,12,53,95
西安,2017-10,75,30~116,良,50,91,1.465,12,50,41
西安,2017-11,129,66~292,轻度污染,94,159,1.773,22,74,38
西安,2017-12,172,72~402,中度污染,109,181,2.006,32,80,22
西安,2018-01,176,63~330,中度污染,136,184,1.887,25,70,42
西安,2018-02,106,0~267,轻度污染,76,118,1.4,23,55,75
西安,2018-03,107,0~218,轻度污染,76,129,1.381,15,62,90
西安,2018-04,74,0~181,良,35,100,1.047,12,52,99
西安,2018-05,73,0~145,良,30,83,0.89,10,46,112
西安,2018-06,100,35~151,良,26,59,0.887,8,36,156
西安,2018-07,70,29~126,良,24,46,0.874,6,27,120
西安,2018-08,98,39~136,良,28,56,0.877,8,34,155
西安,2018-09,62,33~95,良,23,53,0.887,10,42,87
西安,2018-10,80,50~102,良,43,91,1.045,11,60,73
西安,2018-11,92,0~242,良,64,104,1.323,14,65,36
西安,2018-12,109,0~254,轻度污染,79,131,1.377,21,63,29
西安,2019-01,178,58~346,中度污染,139,181,1.639,17,70,37
西安,2019-02,151,79~271,中度污染,114,157,1.311,11,44,66
西安,2019-03,84,54~120,良,45,113,0.755,8,58,84
西安,2019-04,82,53~144,良,45,107,0.82,7,46,101
西安,2019-05,107,35~481,轻度污染,42,115,0.577,6,43,117
西安,2019-06,91,33~153,良,26,54,0.613,5,34,144
西安,2019-07,95,36~150,良,22,49,0.555,5,32,152
西安,2019-08,87,37~140,良,26,56,0.681,5,34,138
西安,2019-09,67,32~120,良,28,54,0.697,6,41,109
西安,2019-10,66,25~122,良,38,75,0.771,7,46,48
西安,2019-11,112,38~231,轻度污染,79,125,0.96,10,58,32
西安,2019-12,134,52~319,轻度污染,100,143,1.145,15,65,32
西安,2020-01,168,68~278,中度污染,130,144,1.49,13,49,46
西安,2020-02,106,33~185,轻度污染,74,97,0.966,11,29,88
西安,2020-03,84,34~172,良,47,111,0.613,9,46,86
西安,2020-04,76,48~111,良,39,94,0.603,9,49,105
西安,2020-05,82,36~145,良,28,85,0.523,7,38,129
西安,2020-06,80,33~175,良,25,58,0.623,6,31,128
西安,2020-07,84,36~180,良,26,54,0.632,5,28,134
西安,2020-08,66,30~150,良,22,47,0.632,5,29,110
西安,2020-09,72,33~106,良,33,70,0.687,7,43,110
西安,2020-10,68,30~134,良,37,86,0.726,7,45,43
西安,2020-11,102,33~195,轻度污染,71,125,0.923,9,56,50
西安,2020-12,112,43~205,轻度污染,80,120,1.035,13,54,33
西安,2021-01,124,59~275,轻度污染,75,123,1.129,14,61,44
西安,2021-02,109,52~330,轻度污染,75,120,0.996,11,47,67
西安,2021-03,147,53~500,轻度污染,35,79,0.81,9,50,64
西安,2021-04,71,29~142,良,29,57,0.617,8,41,76
西安,2021-05,89,29~222,良,25,55,0.532,7,41,122
西安,2021-06,94,32~201,良,23,58,0.533,6,32,148
西安,2021-07,87,31~192,良,20,46,0.545,5,26,137
西安,2021-08,73,27~182,良,20,42,0.594,5,24,120
西安,2021-09,54,24~117,良,16,32,0.677,6,24,95
西安,2021-10,52,20~89,良,26,56,0.681,6,34,54
西安,2021-11,95,52~208,良,59,126,0.863,9,55,52
西安,2021-12,98,42~189,良,69,99,0.919,10,52,42
西安,2022-01,146,57~254,轻度污染,110,117,1.274,9,35,57
西安,2022-02,110,42~182,轻度污染,78,105,0.907,9,40,73
西安,2022-03,127,67~464,轻度污染,24,45,0.787,9,49,77
西安,2022-04,79,44~123,良,26,57,0.583,7,42,110
西安,2022-05,90,38~152,良,26,62,35,6,0.506,139
西安,2022-06,115,47~170,轻度污染,34,63,30,7,0.547,174
西安,2022-07,98,38~166,良,21,46,22,5,0.542,154
西安,2022-08,88,24~131,良,22,48,22,5,0.59,142
西安,2022-09,84,43~128,良,32,65,33,7,0.627,132
武汉,2013-12,225,77~351,重度污染,179,218,77,1.94,93,46
武汉,2014-01,229,93~337,重度污染,183,195,68,2.026,80,51
武汉,2014-02,122,37~279,轻度污染,93,82,33,1.304,46,53
武汉,2014-03,110,64~151,轻度污染,83,122,40,1.219,60,81
武汉,2014-04,87,37~184,良,63,96,29,1.097,53,101
武汉,2014-05,112,43~281,轻度污染,75,143,28,1.035,56,109
武汉,2014-06,119,32~274,轻度污染,83,127,24,1.087,44,154
武汉,2014-07,81,30~182,良,44,82,19,0.884,39,127
武汉,2014-08,78,47~127,良,44,73,18,0.971,36,124
武汉,2014-09,74,21~125,良,46,76,22,1.003,37,111
武汉,2014-10,123,31~229,轻度污染,91,140,30,1.223,60,119
武汉,2014-11,105,44~285,轻度污染,77,94,32,1.287,58,61
武汉,2014-12,114,73~250,轻度污染,84,126,42,1.271,63,54
武汉,2015-01,161,46~285,中度污染,123,138,36,1.58,74,47
武汉,2015-02,142,31~223,轻度污染,108,117,27,1.457,56,62
武汉,2015-03,94,33~204,良,68,98,24,1.135,49,74
武汉,2015-04,87,36~133,良,59,110,20,1.067,52,103
武汉,2015-05,101,45~174,轻度污染,65,112,15,1.023,45,137
武汉,2015-06,73,33~116,良,41,78,13,0.91,40,118
武汉,2015-07,76,43~143,良,36,68,10,0.768,33,126
武汉,2015-08,90,23~158,良,41,85,14,0.784,37,144
武汉,2015-09,92,46~146,良,47,88,19,0.927,41,143
武汉,2015-10,101,40~153,轻度污染,71,131,23,1.135,65,119
武汉,2015-11,78,30~129,良,57,80,18,1.243,46,37
武汉,2015-12,146,55~334,轻度污染,109,157,21,1.297,58,36
武汉,2016-01,144,80~249,轻度污染,107,141,21,1.352,51,40
武汉,2016-02,113,43~228,轻度污染,80,123,20,1.083,46,86
武汉,2016-03,115,39~202,轻度污染,84,136,19,1.055,58,94
武汉,2016-04,76,42~111,良,47,89,11,1.007,50,102
武汉,2016-05,76,42~122,良,44,86,8,0.819,41,109
武汉,2016-06,69,33~114,良,31,64,6,0.753,38,110
武汉,2016-07,70,29~128,良,24,57,5,0.668,31,115
武汉,2016-08,86,27~137,良,34,78,7,0.839,34,137
武汉,2016-09,94,34~163,良,45,99,12,0.807,45,145
武汉,2016-10,60,32~113,良,35,59,8,1.058,41,56
武汉,2016-11,84,28~182,良,61,93,11,1.233,52,42
武汉,2016-12,123,62~186,轻度污染,93,123,14,1.416,67,43
武汉,2017-01,119,45~232,轻度污染,85,106,14,1.39,54,53
武汉,2017-02,101,54~219,轻度污染,73,96,14,1.304,57,69
武汉,2017-03,93,43~272,良,64,96,12,1.135,58,77
武汉,2017-04,80,36~106,良,44,94,11,1.09,54,101
武汉,2017-05,104,33~500,轻度污染,39,89,8,1,50,129
武汉,2017-06,75,32~122,良,32,61,5,0.983,38,119
武汉,2017-07,63,31~125,良,23,57,4,0.781,29,110
武汉,2017-08,65,30~100,良,24,51,6,0.948,32,113
武汉,2017-09,74,34~130,良,30,61,8,1.103,45,101
武汉,2017-10,62,23~133,良,34,64,9,1.032,46,75
武汉,2017-11,105,51~191,轻度污染,76,115,13,1.233,70,63
武汉,2017-12,130,60~270,轻度污染,95,126,16,1.306,71,25
武汉,2018-01,114,52~223,轻度污染,85,86,10,1.094,49,44
武汉,2018-02,87,0~166,良,62,86,11,1.007,49,62
武汉,2018-03,73,33~113,良,47,78,8,0.945,53,74
武汉,2018-04,61,0~118,良,36,76,7,0.903,45,98
武汉,2018-05,57,0~109,良,27,56,6,0.826,36,99
武汉,2018-06,86,37~174,良,30,54,7,0.833,35,136
武汉,2018-07,59,22~99,良,22,42,6,0.752,28,105
武汉,2018-08,73,35~142,良,24,39,6,0.826,27,125
武汉,2018-09,70,39~131,良,29,54,9,0.907,41,117
武汉,2018-10,79,53~129,良,42,70,11,0.919,54,106
武汉,2018-11,88,29~252,良,63,78,10,1.11,53,60
武汉,2018-12,97,28~207,良,71,81,9,1.126,45,32
武汉,2019-01,125,49~214,轻度污染,94,105,9,1.39,56,34
武汉,2019-02,87,28~156,良,64,77,7,0.971,35,47
武汉,2019-03,75,44~102,良,49,86,10,1.003,54,82
武汉,2019-04,70,33~134,良,37,67,9,1.043,42,109
武汉,2019-05,85,45~137,良,37,80,8,0.894,47,124
武汉,2019-06,90,26~141,良,28,51,6,0.92,33,145
武汉,2019-07,75,39~160,良,25,47,6,0.829,29,127
武汉,2019-08,100,35~171,轻度污染,30,53,8,0.942,30,158
武汉,2019-09,104,47~157,轻度污染,34,63,12,0.943,41,160
武汉,2019-10,68,29~151,良,32,57,9,0.868,42,103
武汉,2019-11,82,25~113,良,48,88,11,0.937,58,72
武汉,2019-12,95,53~180,良,67,97,11,1.132,63,39
武汉,2020-01,83,40~142,良,60,70,7,0.984,37,48
武汉,2020-02,57,20~128,良,38,46,8,0.917,21,75
武汉,2020-03,55,28~80,良,34,53,9,0.952,22,90
武汉,2020-04,73,43~110,良,34,59,9,0.73,36,120
武汉,2020-05,78,40~127,良,35,62,8,0.81,36,127
武汉,2020-06,61,30~126,良,20,31,6,0.777,26,103
武汉,2020-07,59,28~120,良,22,33,6,0.803,26,102
武汉,2020-08,71,37~128,良,21,41,6,0.677,26,123
武汉,2020-09,80,35~150,良,30,51,7,0.843,37,123
武汉,2020-10,67,24~104,良,36,68,8,0.9,48,85
武汉,2020-11,73,30~107,良,40,70,10,0.83,53,67
武汉,2020-12,109,41~223,轻度污染,80,105,12,1.035,64,44
武汉,2021-01,102,54~215,轻度污染,58,83,10,0.984,57,49
武汉,2021-02,73,26~115,良,52,70,8,0.854,37,74
武汉,2021-03,64,29~114,良,32,51,8,0.823,41,68
武汉,2021-04,65,33~115,良,31,52,8,0.767,41,94
武汉,2021-05,66,37~128,良,25,47,7,0.745,36,109
武汉,2021-06,83,33~136,良,26,47,7,0.797,32,136
武汉,2021-07,61,24~140,良,17,33,5,0.668,25,106
武汉,2021-08,69,30~193,良,19,33,6,0.81,25,119
武汉,2021-09,95,44~175,良,23,41,8,0.857,30,152
武汉,2021-10,65,28~127,良,33,53,8,0.79,41,98
武汉,2021-11,79,25~156,良,47,78,10,0.813,56,78
武汉,2021-12,100,39~156,良,69,88,10,1.039,60,58
武汉,2022-01,107,34~226,轻度污染,80,84,8,1.113,47,50
武汉,2022-02,74,33~135,良,52,64,8,0.861,40,67
武汉,2022-03,66,27~139,良,25,52,9,0.906,41,86
武汉,2022-04,67,36~105,良,28,53,9,0.837,35,116
武汉,2022-05,78,47~120,良,31,57,0.877,9,33,128
武汉,2022-06,73,23~157,良,18,36,0.837,8,21,122
武汉,2022-07,67,22~144,良,15,31,0.729,6,20,117
武汉,2022-08,76,26~149,良,17,33,0.774,7,20,130
武汉,2022-09,108,57~148,轻度污染,27,46,0.845,10,28,167
